[2025-04-10 19:51:29] Cliente0-Loja1 - Comprou veículo ID: 1 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 0 | Funcionário: 0 | Loja: Loja1 | Posição na esteira da loja: 0
[2025-04-10 21:14:18] Cliente0-Loja3 - Comprou veículo ID: 84 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 20
[2025-04-10 21:14:23] Cliente1-Loja3 - Comprou veículo ID: 86 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 1 | Funcionário: 0 | Loja3 | Posição na esteira da loja: 21
[2025-04-10 21:14:24] Cliente2-Loja3 - Comprou veículo ID: 88 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 22
[2025-04-10 21:14:29] Cliente10-Loja2 - Comprou veículo ID: 89 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 2 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 10
[2025-04-10 21:14:31] Cliente3-Loja3 - Comprou veículo ID: 90 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 1 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 23
[2025-04-10 21:14:31] Cliente11-Loja2 - Comprou veículo ID: 91 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 11
[2025-04-10 21:14:38] Cliente12-Loja2 - Comprou veículo ID: 93 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 12
[2025-04-10 21:14:38] Cliente4-Loja3 - Comprou veículo ID: 94 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 24
[2025-04-10 21:14:42] Cliente5-Loja3 - Comprou veículo ID: 96 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 1 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 25
[2025-04-10 21:14:44] Cliente13-Loja2 - Comprou veículo ID: 98 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 3 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 13
[2025-04-10 21:14:44] Cliente6-Loja3 - Comprou veículo ID: 99 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 2 | Loja3 | Posição na esteira da loja: 26
[2025-04-10 21:14:49] Cliente7-Loja3 - Comprou veículo ID: 100 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 2 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 27
[2025-04-10 21:14:51] Cliente8-Loja3 - Comprou veículo ID: 102 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 28
[2025-04-10 21:14:57] Cliente10-Loja3 - Comprou veículo ID: 104 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 0 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 29
[2025-04-10 21:14:59] Cliente9-Loja3 - Comprou veículo ID: 105 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 1 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 30
[2025-04-10 21:15:03] Cliente11-Loja3 - Comprou veículo ID: 106 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 2 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 31
[2025-04-10 21:15:04] Cliente14-Loja2 - Comprou veículo ID: 107 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 3 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 14
[2025-04-10 21:15:06] Cliente12-Loja3 - Comprou veículo ID: 108 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 1 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 32
[2025-04-10 21:15:11] Cliente13-Loja3 - Comprou veículo ID: 109 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 0 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 33
[2025-04-10 21:15:12] Cliente15-Loja2 - Comprou veículo ID: 110 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 2 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 15
[2025-04-10 21:15:16] Cliente17-Loja2 - Comprou veículo ID: 113 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 0 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 16
[2025-04-10 21:15:19] Cliente16-Loja2 - Comprou veículo ID: 114 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 2 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 17
[2025-04-10 21:15:23] Cliente18-Loja2 - Comprou veículo ID: 115 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 1 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 18
[2025-04-10 21:15:28] Cliente19-Loja2 - Comprou veículo ID: 117 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 19
[2025-04-10 21:15:29] Cliente14-Loja3 - Comprou veículo ID: 118 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 1 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 34
[2025-04-10 21:15:31] Cliente15-Loja3 - Comprou veículo ID: 119 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 0 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 35
[2025-04-10 21:15:37] Cliente16-Loja3 - Comprou veículo ID: 121 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 0 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 36
[2025-04-10 21:15:42] Cliente0-Loja2 - Comprou veículo ID: 123 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 20
[2025-04-10 21:15:49] Cliente17-Loja3 - Comprou veículo ID: 125 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 37
[2025-04-10 21:15:50] Cliente18-Loja3 - Comprou veículo ID: 126 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 38
[2025-04-10 21:15:50] Cliente1-Loja2 - Comprou veículo ID: 127 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 0 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 21
[2025-04-10 21:16:00] Cliente2-Loja2 - Comprou veículo ID: 129 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 22
[2025-04-10 21:16:01] Cliente19-Loja3 - Comprou veículo ID: 131 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 1 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 39
[2025-04-10 21:16:03] Cliente3-Loja2 - Comprou veículo ID: 132 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 23
[2025-04-10 21:16:12] Cliente4-Loja2 - Comprou veículo ID: 135 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 24
[2025-04-10 21:16:15] Cliente5-Loja2 - Comprou veículo ID: 137 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 0 | Funcionário: 0 | Loja2 | Posição na esteira da loja: 25
[2025-04-10 21:16:26] Cliente6-Loja2 - Comprou veículo ID: 141 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 26
[2025-04-10 21:16:33] Cliente7-Loja2 - Comprou veículo ID: 144 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 1 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 27
[2025-04-10 21:16:36] Cliente8-Loja2 - Comprou veículo ID: 146 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 0 | Funcionário: 1 | Loja2 | Posição na esteira da loja: 28
[2025-04-10 21:16:40] Cliente9-Loja2 - Comprou veículo ID: 147 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 29
[2025-04-10 21:16:55] Cliente10-Loja2 - Comprou veículo ID: 155 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 1 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 30
[2025-04-10 21:17:00] Cliente11-Loja2 - Comprou veículo ID: 158 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 2 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 31
[2025-04-10 21:17:02] Cliente12-Loja2 - Comprou veículo ID: 159 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 1 | Loja2 | Posição na esteira da loja: 32
[2025-04-10 21:17:07] Cliente13-Loja2 - Comprou veículo ID: 161 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 1 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 33
[2025-04-10 21:17:16] Cliente14-Loja2 - Comprou veículo ID: 166 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 34
[2025-04-10 21:17:25] Cliente15-Loja2 - Comprou veículo ID: 171 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 35
[2025-04-10 21:17:35] Cliente17-Loja2 - Comprou veículo ID: 176 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 0 | Funcionário: 1 | Loja2 | Posição na esteira da loja: 36
[2025-04-10 21:17:39] Cliente16-Loja2 - Comprou veículo ID: 179 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 1 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 37
[2025-04-10 21:17:46] Cliente18-Loja2 - Comprou veículo ID: 181 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 2 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 38
[2025-04-10 21:17:49] Cliente19-Loja2 - Comprou veículo ID: 183 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 1 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 39
